Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: border,Spreadsheet: Screen,Manipulation: Spreadsheet,Store: Total,Store: correct
1,1730398340554,31/10/2024 18:12:20,1730380340554,-5,31/10/2024 08:12:20,187004,4,task-icdl,,41035922,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1730398342309,31/10/2024 18:12:22,1730380342309,-5,31/10/2024 08:12:22,187004,4,task-icdl,,41035922,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1760.70000000149,1750,1760.70000000149,1760.70000000149,1750,1760.70000000149,1,1760.70000000149,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1730398342310,31/10/2024 18:12:22,1730380342310,-5,31/10/2024 08:12:22,187004,4,task-icdl,,41035922,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,1750,,,,0,,,,,,,,,,,,,,,,
1,1730398362089,31/10/2024 18:12:42,1730376762089,-6,31/10/2024 06:12:42,187004,4,task-icdl,,41035949,BLIND,11982671,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x960,1536x791,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1730398363826,31/10/2024 18:12:43,1730376763826,-6,31/10/2024 06:12:43,187004,4,task-icdl,,41035949,BLIND,11982671,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x960,1536x791,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1755.5000000953673,1750.7000000000003,1755.5000000953673,1755.5000000953673,1750.7000000000003,1755.5000000953673,1,1755.5000000953673,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1730398363828,31/10/2024 18:12:43,1730376763828,-6,31/10/2024 06:12:43,187004,4,task-icdl,,41035949,BLIND,11982671,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x960,1536x791,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,1729,,,,0,,,,,,,,,,,,,,,,
1,1730398341180,31/10/2024 18:12:21,1730373141180,-7,31/10/2024 04:12:21,187004,4,task-icdl,,41035965,BLIND,11982661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1313,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1730398342909,31/10/2024 18:12:22,1730373142909,-7,31/10/2024 04:12:22,187004,4,task-icdl,,41035965,BLIND,11982661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1313,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1736.2999999046324,1731,1736.2999999046324,1736.2999999046324,1731,1736.2999999046324,1,1736.2999999046324,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1730398342910,31/10/2024 18:12:22,1730373142910,-7,31/10/2024 04:12:22,187004,4,task-icdl,,41035965,BLIND,11982661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1313,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,1725,,,,0,,,,,,,,,,,,,,,,
1,1730398377878,31/10/2024 18:12:57,1730383977878,-4,31/10/2024 10:12:57,187004,4,task-icdl,,41035980,BLIND,11982668,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2048x1152,2048x1018,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1730398379119,31/10/2024 18:12:59,1730383979119,-4,31/10/2024 10:12:59,187004,4,task-icdl,,41035980,BLIND,11982668,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2048x1152,2048x1018,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,2856.600000143051,2847.1,2856.600000143051,2856.600000143051,2847.1,2856.600000143051,1,2856.600000143051,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1730398379120,31/10/2024 18:12:59,1730383979120,-4,31/10/2024 10:12:59,187004,4,task-icdl,,41035980,BLIND,11982668,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2048x1152,2048x1018,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,1237,,,,0,,,,,,,,,,,,,,,,
1,1730398389285,31/10/2024 18:13:09,1730380389285,-5,31/10/2024 08:13:09,187004,4,task-icdl,,41035988,BLIND,11982674,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1670x940,1670x851,,,0,Sustained Attention Task Instructions,14,Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1730398390802,31/10/2024 18:13:10,1730380390802,-5,31/10/2024 08:13:10,187004,4,task-icdl,,41035988,BLIND,11982674,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1670x940,1670x851,,,0,Sustained Attention Task Instructions,14,Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1537,1533.9,1537,1537,1533.9,1537,1,1537,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1730398390803,31/10/2024 18:13:10,1730380390803,-5,31/10/2024 08:13:10,187004,4,task-icdl,,41035988,BLIND,11982674,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1670x940,1670x851,,,0,Sustained Attention Task Instructions,14,Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,1511,,,,0,,,,,,,,,,,,,,,,
1,1730398408621,31/10/2024 18:13:28,1730384008621,-4,31/10/2024 10:13:28,187004,4,task-icdl,,41036020,BLIND,11982681,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1730398410433,31/10/2024 18:13:30,1730384010433,-4,31/10/2024 10:13:30,187004,4,task-icdl,,41036020,BLIND,11982681,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1832.63,1816.73,1832.63,1832.63,1816.73,1832.63,1,1832.63,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1730398410435,31/10/2024 18:13:30,1730384010435,-4,31/10/2024 10:13:30,187004,4,task-icdl,,41036020,BLIND,11982681,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,1805,,,,0,,,,,,,,,,,,,,,,
1,1730398423735,31/10/2024 18:13:43,1730384023735,-4,31/10/2024 10:13:43,187004,4,task-icdl,,41036038,BLIND,11982677,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x742,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1730398425233,31/10/2024 18:13:45,1730384025233,-4,31/10/2024 10:13:45,187004,4,task-icdl,,41036038,BLIND,11982677,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x742,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1511.3579999940393,1499.8579999999997,1511.3579999940393,1511.3579999940393,1499.8579999999997,1511.3579999940393,1,1511.3579999940393,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1730398425234,31/10/2024 18:13:45,1730384025234,-4,31/10/2024 10:13:45,187004,4,task-icdl,,41036038,BLIND,11982677,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x742,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,1494,,,,0,,,,,,,,,,,,,,,,
1,1730398425582,31/10/2024 18:13:45,1730380425582,-5,31/10/2024 08:13:45,187004,4,task-icdl,,41036041,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1512x982,1512x823,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1730398426660,31/10/2024 18:13:46,1730380426660,-5,31/10/2024 08:13:46,187004,4,task-icdl,,41036041,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1512x982,1512x823,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1084.500000023842,1083.5,1084.500000023842,1084.500000023842,1083.5,1084.500000023842,1,1084.500000023842,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1730398426660,31/10/2024 18:13:46,1730380426660,-5,31/10/2024 08:13:46,187004,4,task-icdl,,41036041,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1512x982,1512x823,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,1075,,,,0,,,,,,,,,,,,,,,,
1,1730398454661,31/10/2024 18:14:14,1730384054661,-4,31/10/2024 10:14:14,187004,4,task-icdl,,41036077,BLIND,11982667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1687x941,1680x935,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1730398456701,31/10/2024 18:14:16,1730384056701,-4,31/10/2024 10:14:16,187004,4,task-icdl,,41036077,BLIND,11982667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1687x941,1680x935,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,2060.2999999970198,2057.3,2060.2999999970198,2060.2999999970198,2057.3,2060.2999999970198,1,2060.2999999970198,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1730398456702,31/10/2024 18:14:16,1730384056702,-4,31/10/2024 10:14:16,187004,4,task-icdl,,41036077,BLIND,11982667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1687x941,1680x935,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,2030,,,,0,,,,,,,,,,,,,,,,
1,1730398507000,31/10/2024 18:15:07,1730384107000,-4,31/10/2024 10:15:07,187004,4,task-icdl,,41036144,BLIND,11982641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1730398509834,31/10/2024 18:15:09,1730384109834,-4,31/10/2024 10:15:09,187004,4,task-icdl,,41036144,BLIND,11982641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,2848.9999999988822,2833.3,2848.9999999988822,2848.9999999988822,2833.3,2848.9999999988822,1,2848.9999999988822,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1730398509836,31/10/2024 18:15:09,1730384109836,-4,31/10/2024 10:15:09,187004,4,task-icdl,,41036144,BLIND,11982641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,2829,,,,0,,,,,,,,,,,,,,,,
1,1730398509550,31/10/2024 18:15:09,1730373309550,-7,31/10/2024 04:15:09,187004,4,task-icdl,,41036155,BLIND,11982683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1544x963,1536x960,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1730398512161,31/10/2024 18:15:12,1730373312161,-7,31/10/2024 04:15:12,187004,4,task-icdl,,41036155,BLIND,11982683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1544x963,1536x960,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,2618.4999999999072,2602.1000000000004,2618.4999999999072,2618.4999999999072,2602.1000000000004,2618.4999999999072,1,2618.4999999999072,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1730398512162,31/10/2024 18:15:12,1730373312162,-7,31/10/2024 04:15:12,187004,4,task-icdl,,41036155,BLIND,11982683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1544x963,1536x960,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,2600,,,,0,,,,,,,,,,,,,,,,
1,1730398575109,31/10/2024 18:16:15,1730376975109,-6,31/10/2024 06:16:15,187004,4,task-icdl,,41036224,BLIND,11982646,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x720,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1730398577600,31/10/2024 18:16:17,1730376977600,-6,31/10/2024 06:16:17,187004,4,task-icdl,,41036224,BLIND,11982646,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x720,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,2507.221999988079,2499.7219999999998,2507.221999988079,2507.221999988079,2499.7219999999998,2507.221999988079,1,2507.221999988079,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1730398577600,31/10/2024 18:16:17,1730376977600,-6,31/10/2024 06:16:17,187004,4,task-icdl,,41036224,BLIND,11982646,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x720,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,2482,,,,0,,,,,,,,,,,,,,,,
1,1730398625960,31/10/2024 18:17:05,1730384225960,-4,31/10/2024 10:17:05,187004,4,task-icdl,,41036278,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Task Instructions,14,Accurate,2,,Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1730398629683,31/10/2024 18:17:09,1730384229683,-4,31/10/2024 10:17:09,187004,4,task-icdl,,41036278,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Task Instructions,14,Accurate,2,,Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,3736.1419999523164,3733.342,3736.1419999523164,3736.1419999523164,3733.342,3736.1419999523164,1,3736.1419999523164,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1730398629684,31/10/2024 18:17:09,1730384229684,-4,31/10/2024 10:17:09,187004,4,task-icdl,,41036278,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Task Instructions,14,Accurate,2,,Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,3719,,,,0,,,,,,,,,,,,,,,,
1,1730399116191,31/10/2024 18:25:16,1730381116191,-5,31/10/2024 08:25:16,187004,4,task-icdl,,41036530,BLIND,11982707,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1707x960,1366x660,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1730399118208,31/10/2024 18:25:18,1730381118208,-5,31/10/2024 08:25:18,187004,4,task-icdl,,41036530,BLIND,11982707,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1707x960,1366x660,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,5593.5,5591.6,5593.5,5593.5,5591.6,5593.5,1,5593.5,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1730399118209,31/10/2024 18:25:18,1730381118209,-5,31/10/2024 08:25:18,187004,4,task-icdl,,41036530,BLIND,11982707,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1707x960,1366x660,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,2011,,,,0,,,,,,,,,,,,,,,,
1,1730400463437,31/10/2024 18:47:43,1730375263437,-7,31/10/2024 04:47:43,187004,4,task-icdl,,41036996,BLIND,11982925,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1191x916,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1730400464994,31/10/2024 18:47:44,1730375264994,-7,31/10/2024 04:47:44,187004,4,task-icdl,,41036996,BLIND,11982925,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1191x916,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1576.8919999910595,1566.5920000000006,1576.8919999910595,1576.8919999910595,1566.5920000000006,1576.8919999910595,1,1576.8919999910595,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1730400464996,31/10/2024 18:47:44,1730375264996,-7,31/10/2024 04:47:44,187004,4,task-icdl,,41036996,BLIND,11982925,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1191x916,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,1540,,,,0,,,,,,,,,,,,,,,,
END OF FILE
